id,Season,Team,League,GP,GAA,SV%
8525,199394,Verdun College-Francais,QMJHL,26,3.21,.878
8525,199495,Halifax Mooseheads,QMJHL,47,3.93,.889
8525,199596,Halifax Mooseheads,QMJHL,55,3.45,.894
8525,199697,Hartford Whalers,NHL,8,3.65,.881
8525,199697,Halifax Mooseheads,QMJHL,50,3.37,.902
8525,199798,Saint John Flames,AHL,31,2.46,.926
8525,199899,Calgary Flames,NHL,15,3.21,.897
8525,199899,Saint John Flames,AHL,39,3.44,.905
8525,199900,Calgary Flames,NHL,7,2.72,.914
8525,199900,Saint John Flames,AHL,41,3.05,.897
8525,200001,Mighty Ducks of Anaheim,NHL,34,2.57,.911
8525,200001,Cincinnati Mighty Ducks,AHL,23,2.43,.917
8525,200102,Mighty Ducks of Anaheim,NHL,53,2.13,.920
8525,200102,Canada,WC,5,1.89,.921
8525,200203,Mighty Ducks of Anaheim,NHL,65,2.30,.920
8525,200304,Mighty Ducks of Anaheim,NHL,55,2.62,.914
8525,200304,Canada,WC,2,0.50,.975
8525,200405,Hamburg Freezers,DEL,6,2.39,.925
8525,200506,Mighty Ducks of Anaheim,NHL,60,2.62,.911
8525,200607,Anaheim Ducks,NHL,56,2.26,.918
8525,200708,Anaheim Ducks,NHL,58,2.12,.922
8525,200809,Anaheim Ducks,NHL,46,3.10,.900
8525,200910,Anaheim Ducks,NHL,20,3.14,.900
8525,200910,Toronto Maple Leafs,NHL,15,2.49,.916
8525,201011,Toronto Maple Leafs,NHL,33,2.87,.900
8525,201112,Colorado Avalanche,NHL,32,2.28,.919
8525,201213,Colorado Avalanche,NHL,18,2.84,.908
8525,201314,Colorado Avalanche,NHL,22,2.62,.913
8800,199495,Beauport Harfangs,QMJHL,56,2.48,.898
8800,199596,Beauport Harfangs,QMJHL,55,2.84,.897
8800,199596,Buffalo Sabres,NHL,3,5.05,.844
8800,199697,Beauport Harfangs,QMJHL,18,3.98,.881
8800,199697,Hull Olympiques,QMJHL,16,2.66,.907
8800,199697,Canada U20,WJC-20,1,0.00,1.000
8800,199798,Rochester Americans,AHL,41,2.94,.907
8800,199798,South Carolina Stingrays,ECHL,2,2.09,.929
8800,199899,Buffalo Sabres,NHL,6,2.14,.917
8800,199899,Rochester Americans,AHL,52,2.07,.930
8800,199900,Buffalo Sabres,NHL,41,2.42,.909
8800,199900,Rochester Americans,AHL,6,2.09,.924
8800,200001,Buffalo Sabres,NHL,18,2.55,.909
8800,200001,Rochester Americans,AHL,4,1.00,.955
8800,200102,Buffalo Sabres,NHL,72,2.22,.915
8800,200203,Buffalo Sabres,NHL,54,2.56,.908
8800,200304,Buffalo Sabres,NHL,52,2.52,.913
8800,200405,Did not play,,,,
8800,200506,Buffalo Sabres,NHL,35,2.88,.905
8800,200607,Buffalo Sabres,NHL,19,3.04,.899
8800,200607,Philadelphia Flyers,NHL,16,3.01,.908
8800,200708,Philadelphia Flyers,NHL,62,2.59,.918
8800,200809,Philadelphia Flyers,NHL,55,2.76,.915
8800,200910,New York Islanders,NHL,29,3.27,.896
8800,200910,Bridgeport Sound Tigers,AHL,2,3.40,.903
8800,201011,New York Rangers,NHL,17,2.13,.923
8800,201112,New York Rangers,NHL,21,2.46,.904
8800,201213,New York Rangers,NHL,6,2.32,.917
8800,201314,New York Rangers,NHL,2,7.65,.763
4700,,Tri-City Americans,WHL,35,3.29,.908
4700,199596,Tri-City Americans,WHL,55,3.41,.905
4700,199596,USA U20,WJC-20,4,3.55,.889
4700,199697,Tri-City Americans,WHL,41,3.64,.901
4700,199697,USA U20,WJC-20,6,1.51,.942
4700,199798,Philadelphia Phantoms,AHL,34,3.19,.888
4700,199899,Philadelphia Phantoms,AHL,36,2.59,.911
4700,199900,Philadelphia Flyers,NHL,35,1.91,.918
4700,199900,Philadelphia Phantoms,AHL,1,2.77,.903
4700,200001,Philadelphia Flyers,NHL,27,3.27,.876
4700,200102,Philadelphia Flyers,NHL,41,2.41,.905
4700,200203,Phoenix Coyotes,NHL,45,3.02,.894
4700,200304,Phoenix Coyotes,NHL,40,2.75,.914
4700,200405,HV71,SHL,4,3.32,.884
4700,200506,Phoenix Coyotes,NHL,11,3.87,.877
4700,200506,Calgary Flames,NHL,3,4.94,.854
4700,200506,San Antonio Rampage,AHL,6,1.39,.950
4700,200607,Chicago Blackhawks,NHL,15,3.27,.884
4700,200607,Columbus Blue Jackets,NHL,3,3.79,.866
4700,200708,Philadelphia Phantoms,AHL,42,2.47,.917
4700,200708,San Jose Sharks,NHL,5,1.76,.932
4700,200809,San Jose Sharks,NHL,22,2.18,.917
4700,200910,Philadelphia Flyers,NHL,33,2.76,.899
4700,200910,Adirondack Phantoms,AHL,1,2.00,.935
4700,201011,Philadelphia Flyers,NHL,34,2.42,.916
4700,201112,Carolina Hurricanes,NHL,10,3.40,.881
4700,201213,Philadelphia Flyers,NHL,4,2.50,.891
4700,201213,Adirondack Phantoms,AHL,16,2.57,.905
4700,201314,EV Zug,NLA,5,2.72,.925
9132,199495,Chicoutimi Saguenéens,QMJHL,32,3.48,.891
9132,199596,Chicoutimi Saguenéens,QMJHL,51,3.19,.891
9132,199697,Chicoutimi Saguenéens,QMJHL,41,2.69,.905
9132,199697,Colorado Avalanche,NHL,1,3.02,.885
9132,199697,Canada U20,WJC-20,7,1.86,.933
9132,199798,Hershey Bears,AHL,47,2.90,.899
9132,199899,Colorado Avalanche,NHL,4,2.49,.918
9132,199899,Hershey Bears,AHL,52,2.83,.914
9132,199900,Colorado Avalanche,NHL,23,2.54,.917
9132,200001,Columbus Blue Jackets,NHL,32,3.25,.895
9132,200102,Columbus Blue Jackets,NHL,42,3.11,.899
9132,200203,Columbus Blue Jackets,NHL,77,3.09,.903
9132,200304,Columbus Blue Jackets,NHL,66,2.56,.918
9132,200405,Did not play,,,,
9132,200506,Columbus Blue Jackets,NHL,49,3.25,.900
9132,200506,Canada,WC,5,2.51,.911
9132,200607,Tampa Bay Lightning,NHL,44,3.19,.883
9132,200708,Tampa Bay Lightning,NHL,10,4.05,.859
9132,200708,Norfolk Admirals,AHL,32,2.91,.910
9132,200809,Montréal Canadiens,NHL,1,3.00,.857
9132,200809,Hamilton Bulldogs,AHL,46,2.46,.920
81339,199293,Red Deer Chiefs Bantam AAA,AMBHL,20,3.03,.893
81339,199394,Swift Current Broncos,WHL,18,4.06,.872
81339,199495,Swift Current Broncos,WHL,53,3.59,.880
81339,199596,Swift Current Broncos,WHL,29,3.55,.882
81339,199596,Calgary Hitmen,WHL,19,4.92,.863
81339,199697,Calgary Hitmen,WHL,30,4.00,.881
81339,199697,Kelowna Rockets,WHL,23,3.34,.895
81339,199798,Tallahassee Tiger Sharks,ECHL,37,4.16,.871
81339,199899,Miami Matadors,ECHL,29,3.57,.892
81339,199900,Fort Wayne Komets,UHL,9,4.51,.861
67432,199394,Medicine Hat Tigers,WHL,19,4.42,.866
67432,199495,Medicine Hat Tigers,WHL,61,3.15,.901
67432,199596,Medicine Hat Tigers,WHL,60,3.69,.895
67432,199697,Boston Bruins,NHL,3,4.65,.760
67432,199697,Providence Bruins,AHL,22,3.73,.882
67432,199697,Charlotte Checkers,ECHL,4,1.76,.939
67432,199798,Providence Bruins,AHL,3,4.16,.890
67432,199798,Charlotte Checkers,ECHL,44,3.10,.902
67432,199899,Greenville Grrrowl,ECHL,40,2.97,.908
67432,199899,Providence Bruins,AHL,1,2.94,.906
67432,199900,Pee Dee Pride,ECHL,41,2.42,.920
67432,200001,Baton Rouge Kingfish,ECHL,44,3.04,.907
67432,200001,Cincinnati Mighty Ducks,AHL,1,0.00,1.000
67432,200102,Baton Rouge Kingfish,ECHL,14,3.53,.912
67432,200102,New Orleans Brass,ECHL,19,2.76,.917
67432,200203,Baton Rouge Kingfish,ECHL,6,4.20,.855
67432,200203,Quad City Mallards,UHL,9,2.78,.911
67432,200203,Flint Generals,UHL,27,3.50,.887
67432,201112,Kindersley Red Lions,SWHL,11,3.51,.901
86946,199394,North Bay Centennials,OHL,32,3.52,.863
86946,199596,North Bay Centennials,OHL,54,4.87,.878
86946,199697,North Bay Centennials,OHL,3,10.33,.747
86946,199697,Windsor Spitfires,OHL,44,3.65,.893
86946,199798,Peoria Rivermen,ECHL,38,2.93,.894
86946,199798,Detroit Vipers,IHL,4,3.27,.869
86946,199899,Worcester IceCats,AHL,9,3.19,.893
86946,199899,Peoria Rivermen,ECHL,7,2.72,.902
86946,199900,Birmingham Bulls,ECHL,39,4.01,.882
10249,199495,Sherbrooke Faucons,QMJHL,27,3.34,.888
10249,199596,Sherbrooke Faucons,QMJHL,40,3.56,.887
10249,199697,Sherbrooke Faucons,QMJHL,4,1.93,.930
10249,199697,Moncton Wildcats,QMJHL,23,3.30,.915
10249,199697,Laval Titan Collège Français,QMJHL,11,4.62,.889
10249,199798,Dayton Bombers,ECHL,21,3.01,.911
10249,199798,Syracuse Crunch,AHL,8,4.10,.855
10249,199899,Pittsburgh Penguins,NHL,17,2.22,.908
10249,199899,Kansas City Blades,IHL,13,3.27,.900
10249,199900,Pittsburgh Penguins,NHL,51,2.58,.914
10249,199900,Wilkes-Barre/Scranton Penguins,AHL,11,4.35,.870
10249,200001,Pittsburgh Penguins,NHL,36,3.33,.890
10249,200102,Pittsburgh Penguins,NHL,21,3.56,.879
10249,200203,Pittsburgh Penguins,NHL,21,3.13,.900
10249,200203,Wilkes-Barre/Scranton Penguins,AHL,16,1.89,.937
10249,200304,Pittsburgh Penguins,NHL,22,2.98,.908
10249,200304,Wilkes-Barre/Scranton Penguins,AHL,13,2.78,.901
10249,200405,St. John's Maple Leafs,AHL,23,2.87,.921
10249,200506,Toronto Maple Leafs,NHL,11,2.21,.924
10249,200506,Toronto Marlies,AHL,46,3.04,.899
10249,200607,Toronto Maple Leafs,NHL,20,3.43,.876
10249,200708,Los Angeles Kings,NHL,19,3.19,.886
10249,200708,Manchester Monarchs,AHL,1,27.69,.429
10249,200708,Portland Pirates,AHL,11,1.67,.938
10249,200809,Philadelphia Phantoms,AHL,23,3.36,.896
10249,200910,DEG Metro Stars,DEL,54,2.45,.922
10249,201011,DEG Metro Stars,DEL,48,2.80,.900
10249,201011,Team Canada,International,1,1.85,.944
10249,201112,DEG Metro Stars,DEL,16,3.60,.880
10249,201213,Pustertal/Val Pusteria,Italy,30,1.98,.926
10249,201314,Pustertal/Val Pusteria,Italy,34,2.42,.933
10249,201415,Angers,France,22,2.37,.924
11888,199596,Detroit Jr. Whalers,OHL,42,3.32,.895
11888,199596,Barrie Colts,OHL,1,9.23,.704
11888,199697,Wheeling Nailers,ECHL,23,4.60,.870
11888,199697,Hamilton Bulldogs,AHL,3,4.20,.860
11888,199798,Brantford Smoke,UHL,2,5.63,.877
11888,199798,New Orleans Brass,ECHL,11,4.19,.872
11888,199798,Milwaukee Admirals,IHL,8,3.15,.918
11888,199798,Hamilton Bulldogs,AHL,2,1.50,.961
11888,199899,Hamilton Bulldogs,AHL,11,2.79,.922
11888,199899,Dayton Bombers,ECHL,15,3.20,.887
11888,199899,Milwaukee Admirals,IHL,10,3.05,.900
11888,199900,Hamilton Bulldogs,AHL,38,3.08,.904
11888,199900,Edmonton Oilers,NHL,1,3.00,.917
11888,200001,St. John's Maple Leafs,AHL,43,2.42,.922
11888,200102,St. John's Maple Leafs,AHL,35,3.10,.909
11888,200203,Manitoba Moose,AHL,1,5.06,.828
11888,200203,Reading Royals,ECHL,2,8.55,.738
11888,200203,Toledo Storm,ECHL,19,2.31,.930
11888,200304,Memphis RiverKings,CHL,21,2.97,.908
11888,200304,St. John's Maple Leafs,AHL,8,3.94,.865
11888,200405,Columbia Inferno,ECHL,41,2.40,.919
11888,200506,Belfast Giants,EIHL,38,2.18,.927
11888,200607,Belfast Giants,EIHL,44,2.73,.901
11888,200708,New Mexico Scorpions,CHL,33,3.74,.895
11888,200809,Dundas Real McCoys,MLH,13,4.63,.869
1664,,Ilves U20,Jr. A SM-liiga,17,2.28,.919
1664,,Finland U18,EJC-18,3,3.33,.882
1664,199596,Ilves U20,Jr. A SM-liiga,3,1.00,.960
1664,199596,Ilves,Liiga,37,3.16,.902
1664,199596,KOOVEE,I-divisioona,2,2.51,.911
1664,199596,Finland U20,WJC-20,4,4.42,.864
1664,199596,Finland U20 (all),International-Jr,10,3.00,.916
1664,199697,Ilves U20,Jr. A SM-liiga,3,2.92,.907
1664,199697,Ilves,Liiga,40,2.85,.906
1664,199697,Finland U20,WJC-20,4,2.88,.874
1664,199697,Ilves,Liiga,43,2.78,.906
1664,199899,Ilves,Liiga,33,2.14,.916
1664,199900,Färjestad BK,SHL,44,2.67,.887
1664,199900,Finland,WC,5,3.01,.850
1664,200001,Kentucky Thoroughblades,AHL,44,2.77,.911
1664,200102,San Jose Sharks,NHL,1,0.00,1.000
1664,200102,Cleveland Barons,AHL,62,2.99,.912
1664,200203,San Jose Sharks,NHL,11,2.35,.927
1664,200203,Cleveland Barons,AHL,49,3.21,.903
1664,200304,San Jose Sharks,NHL,28,2.06,.930
1664,200405,Ilves,Liiga,3,2.58,.930
1664,200506,San Jose Sharks,NHL,37,2.59,.901
1664,200506,Cleveland Barons,AHL,1,0.00,1.000
1664,200607,San Jose Sharks,NHL,38,2.35,.908
1664,200708,Toronto Maple Leafs,NHL,66,2.74,.904
1664,200809,Toronto Maple Leafs,NHL,53,3.26,.891
1664,200910,Toronto Maple Leafs,NHL,26,3.66,.874
1664,200910,Calgary Flames,NHL,6,2.27,.918
1664,201011,AIK,SHL,2,3.07,.898
1664,201112,Ilves,Liiga,22,3.43,.885
15423,199495,Laval Titan Collège Français,QMJHL,41,2.73,.909
15423,199596,Laval Titan Collège Français,QMJHL,18,6.17,.836
15423,199596,Val-d'Or Foreurs,QMJHL,33,2.70,.910
15423,199697,Shawinigan Cataractes,QMJHL,62,3.04,.899
15423,199798,Hampton Roads Admirals,ECHL,43,2.86,.899
15423,199798,Portland Pirates,AHL,4,2.61,.926
15423,199899,Quad City Mallards,UHL,6,0.00,1.000
15423,199899,Portland Pirates,AHL,3,3.34,.891
15423,199900,Portland Pirates,AHL,18,2.77,.914
15423,200001,Portland Pirates,AHL,34,3.43,.895
15423,200102,Washington Capitals,NHL,2,2.46,.936
15423,200102,Portland Pirates,AHL,49,2.67,.923
15423,200203,Washington Capitals,NHL,17,2.79,.906
15423,200203,Portland Pirates,AHL,12,2.31,.925
15423,200304,Washington Capitals,NHL,7,3.41,.875
15423,200405,Saint-Hyacinthe Cousin,LNAH,34,3.79,.892
15423,200506,HK MVD,Russia,38,2.39,.915
15423,200708,Saint-Hyacinthe Top Design,LNAH,3,4.54,.881
15423,200708,Vienna Capitals,EBEL,27,2.20,.928
15423,200809,Graz 99ers,EBEL,2,4.53,.857
15423,200910,Graz 99ers,EBEL,17,2.36,.917
15423,201011,Saguenay Marquis,LNAH,13,3.84,.900
15423,201112,Jonquière Marquis,LNAH,8,3.91,.875
15423,201213,Sorel-Tracy Carvena HC,LNAH,9,4.23,.872
1606,199394,TPS U20,Jr. A SM-liiga,35,2.88,.910
1606,199394,Finland U18,EJC-18,3,3.68,.888
1606,199495,TPS U20,Jr. A SM-liiga,31,2.91,.924
1606,199495,TPS,Liiga,4,3.00,.897
1606,199495,Kiekko-67,I-divisioona,1,6.00,.846
1606,199495,Finland U20,WJC-20,2,2.57,.889
1606,199596,TPS U20,Jr. A SM-liiga,3,3.01,.927
1606,199596,TPS,Liiga,12,4.14,.881
1606,199596,Kiekko-67,I-divisioona,5,1.40,.950
1606,199596,Finland U20,WJC-20,3,3.39,.905
1606,199596,Finland U20 (all),International-Jr,7,4.00,.900
1606,199697,AIK,SHL,42,2.29,.907
1606,199798,AIK,SHL,42,2.69,.908
1606,199899,TPS,Liiga,39,1.86,.936
1606,199899,Finland,WC,3,1.16,.954
1606,199900,Kentucky Thoroughblades,AHL,47,2.48,.924
1606,200001,San Jose Sharks,NHL,5,1.94,.902
1606,200001,Kentucky Thoroughblades,AHL,36,2.24,.926
1606,200001,Finland,WC,3,2.14,.889
1606,200102,San Jose Sharks,NHL,20,2.49,.915
1606,200102,Cleveland Barons,AHL,4,1.73,.949
1606,200203,San Jose Sharks,NHL,22,3.25,.879
1606,200304,Calgary Flames,NHL,38,1.69,.933
1606,200304,Finland,WCup,6,1.48,.940
1606,200405,Timrå IK,SHL,46,2.10,.918
1606,200506,Calgary Flames,NHL,74,2.07,.923
1606,200607,Calgary Flames,NHL,74,2.46,.917
1606,200708,Calgary Flames,NHL,76,2.69,.906
1606,200809,Calgary Flames,NHL,76,2.84,.903
1606,200910,Calgary Flames,NHL,73,2.31,.920
1606,200910,Finland,OG,5,2.64,.894
1606,201011,Calgary Flames,NHL,71,2.63,.906
1606,201112,Calgary Flames,NHL,70,2.35,.921
1606,201213,Calgary Flames,NHL,24,3.44,.882
74654,,Brandon Wheat Kings,WHL,1,2.00,.909
74654,199495,Brandon Wheat Kings,WHL,23,3.12,.886
74654,199596,Brandon Wheat Kings,WHL,34,3.46,.884
74654,199697,Brandon Wheat Kings,WHL,52,2.70,.906
74654,199798,Oklahoma City Blazers,CHL,40,2.82,.902
74654,199798,Manitoba Moose,IHL,2,2.12,.932
74654,199899,Austin Ice Bats,WPHL,14,3.38,.917
74654,199899,Oklahoma City Blazers,CHL,6,3.03,.891
74654,199900,Anchorage Aces,WCHL,7,5.21,.848
74654,199900,Macon Whoopee,CHL,39,2.55,.906
74654,200001,Macon Whoopee,CHL,44,3.73,.889
8969,199394,Victoria Cougars,WHL,5,6.84,.792
8969,199495,Prince George Cougars,WHL,44,5.03,.880
8969,199596,Prince George Cougars,WHL,59,4.31,.889
8969,199697,Prince George Cougars,WHL,50,3.62,.900
8969,199798,Cincinnati Mighty Ducks,AHL,47,3.45,.903
8969,199899,Nashville Predators,NHL,3,5.21,.864
8969,199899,Milwaukee Admirals,IHL,34,2.90,.906
8969,199900,Milwaukee Admirals,IHL,53,2.78,.904
8969,200001,Nashville Predators,NHL,1,2.05,.900
8969,200001,Milwaukee Admirals,IHL,37,2.35,.920
8969,200102,Milwaukee Admirals,AHL,48,2.53,.917
8969,200102,San Antonio Rampage,AHL,50,2.51,.921
8969,200304,Nashville Predators,NHL,17,2.18,.926
8969,200304,Milwaukee Admirals,AHL,1,2.00,.933
8969,200405,Vålerenga,Norway,20,1.79,.934
8969,200506,Nashville Predators,NHL,23,2.54,.913
8969,200607,Nashville Predators,NHL,40,2.38,.925
8969,200708,Nashville Predators,NHL,51,2.90,.898
8969,200809,St. Louis Blues,NHL,57,2.41,.916
8969,200809,Canada,WC,4,1.00,.965
8969,200910,St. Louis Blues,NHL,61,2.53,.913
8969,200910,Canada,WC,7,2.80,.896
8969,201011,Atlanta Thrashers,NHL,33,3.39,.892
8969,201112,Winnipeg Jets,NHL,20,2.59,.898
8969,201213,Nashville Predators,NHL,11,3.73,.873
8969,201314,Ritten/Renon,Italy,36,2.18,.927
8969,201415,Augsburger Panther,DEL,33,3.18,.900
86969,199495,Saint-Hyacinthe Laser,QMJHL,19,5.21,.859
86969,199495,Drummondville Voltigeurs,QMJHL,12,5.14,.851
86969,199596,Drummondville Voltigeurs,QMJHL,21,4.52,.847
86969,199596,Chicoutimi Saguenéens,QMJHL,6,4.03,.851
86969,199697,Chicoutimi Saguenéens,QMJHL,4,3.29,.857
86969,199697,Oshawa Generals,OHL,41,2.75,.909
86969,199798,Toledo Storm,ECHL,22,2.85,.918
86969,199798,Adirondack Red Wings,AHL,10,4.37,.882
86969,199899,Adirondack Red Wings,AHL,5,4.80,.839
86969,199899,Toledo Storm,ECHL,21,3.69,.893
86969,199900,Louisiana IceGators,ECHL,26,3.27,.906
86969,200001,Missouri River Otters,UHL,12,3.95,.876
9031,199596,Owen Sound Platers,OHL,58,4.54,.884
9031,199697,Owen Sound Platers,OHL,50,4.31,.891
9031,199798,Worcester IceCats,AHL,42,3.19,.899
9031,199899,St. Louis Blues,NHL,6,2.10,.921
9031,199899,Worcester IceCats,AHL,49,2.99,.896
9031,199900,Worcester IceCats,AHL,58,2.91,.911
9031,200001,St. Louis Blues,NHL,31,2.17,.907
9031,200102,St. Louis Blues,NHL,58,2.18,.902
9031,200203,St. Louis Blues,NHL,38,2.47,.900
9031,200203,Worcester IceCats,AHL,2,3.84,.880
9031,200304,St. Louis Blues,NHL,10,2.43,.901
9031,200304,Worcester IceCats,AHL,8,2.30,.910
9031,200304,Phoenix Coyotes,NHL,8,2.60,.914
9031,200506,Washington Capitals,NHL,26,3.44,.905
9031,200607,Washington Capitals,NHL,30,3.62,.889
9031,200708,Washington Capitals,NHL,19,2.67,.908
9031,200708,Hershey Bears,AHL,1,3.04,.925
9031,200809,Washington Capitals,NHL,21,2.81,.908
9031,200910,Pittsburgh Penguins,NHL,23,2.76,.906
9031,201011,Pittsburgh Penguins,NHL,23,2.17,.922
9031,201112,Pittsburgh Penguins,NHL,16,3.11,.883
78382,199192,Magog Cantonniers,QMAAA,1,5.00,.815
78382,199293,Magog Cantonniers,QMAAA,25,-,.902
78382,199394,Shawinigan Cataractes,QMJHL,31,4.25,.865
78382,199495,Shawinigan Cataractes,QMJHL,49,3.38,.881
78382,199596,Shawinigan Cataractes,QMJHL,49,3.52,.873
78382,199697,Las Vegas Thunder,IHL,1,7.17,.815
78382,199697,Springfield Falcons,AHL,13,2.00,.940
78382,199697,Mississippi Sea Wolves,ECHL,34,3.08,.914
78382,199798,Springfield Falcons,AHL,21,3.73,.877
78382,199899,Springfield Falcons,AHL,27,2.89,.895
78382,199900,Springfield Falcons,AHL,11,3.42,.896
78382,199900,Mississippi Sea Wolves,ECHL,25,3.20,.908
78382,200001,Grand Rapids Griffins,IHL,1,5.00,.853
78382,200001,Muskegon Fury,UHL,48,2.95,.910
78382,200102,Muskegon Fury,UHL,60,2.17,.916
78382,200203,Muskegon Fury,UHL,62,2.87,.917
78382,200304,Muskegon Fury,UHL,68,2.80,.915
78382,200405,London Racers,EIHL,30,2.29,.932
78382,200405,Muskegon Fury,UHL,29,2.08,.930
78382,200506,Danbury Trashers,UHL,51,2.91,.909
78382,201112,Richmond Toyota,LHSCE,9,4.73,.884
86975,199293,Seattle Thunderbirds,WHL,30,4.60,.873
86975,199394,Seattle Thunderbirds,WHL,29,4.50,.871
86975,199495,Seattle Thunderbirds,WHL,59,3.63,.897
86975,199495,USA U20,WJC-20,3,5.55,.857
86975,199596,Seattle Thunderbirds,WHL,58,3.54,.897
86975,199697,Peoria Rivermen,ECHL,23,2.87,.900
86975,199697,St. John's Maple Leafs,AHL,11,4.27,.866
86975,199798,Louisiana IceGators,ECHL,54,3.03,.906
86975,199798,St. John's Maple Leafs,AHL,2,1.50,.959
86975,199899,St. John's Maple Leafs,AHL,4,4.47,.881
86975,199899,Louisiana IceGators,ECHL,45,3.03,.903
86975,199900,New Orleans Brass,ECHL,50,2.76,.905
86975,200001,Missouri River Otters,UHL,18,3.27,.895
86975,200001,New Orleans Brass,ECHL,20,3.46,.884
86984,199596,Western Michigan Univ.,NCAA,36,2.59,.910
86984,199596,USA U20,WJC-20,3,5.45,.783
86984,199697,Spokane Chiefs,WHL,29,3.05,.896
86984,199697,Red Deer Rebels,WHL,13,3.76,.878
86984,199798,Columbus Chill,ECHL,28,3.14,.909
86984,199798,Fort Wayne Komets,IHL,2,3.01,.900
86984,199798,Indianapolis Ice,IHL,3,3.35,.889
86984,199798,Detroit Vipers,IHL,10,3.51,.842
86984,199899,Florida Everblades,ECHL,47,2.27,.914
86984,199900,Florida Everblades,ECHL,33,2.31,.923
86984,199900,Cincinnati Cyclones,IHL,14,2.79,.903
86984,200001,Florida Everblades,ECHL,26,2.70,.900
86984,200001,Cincinnati Cyclones,IHL,17,3.22,.902
86984,200102,Louisiana IceGators,ECHL,37,2.26,.924
86984,200203,Richmond Renegades,ECHL,49,3.04,.902
86984,200203,Cleveland Barons,AHL,1,0.00,1.000
86984,200304,Las Vegas Wranglers,ECHL,48,2.50,.927
86984,200405,Las Vegas Wranglers,ECHL,42,2.47,.925
86984,200506,Las Vegas Wranglers,ECHL,51,2.47,.909
86984,200607,Las Vegas Wranglers,ECHL,5,3.09,.892
87001,199596,Univ. of Wisconsin-River Falls,NCAA III,16,1.78,.923
87001,199697,Univ. of Wisconsin-River Falls,NCAA III,23,2.34,.917
87001,199798,Charlotte Checkers,ECHL,22,3.34,.896
87001,199798,Hartford Wolf Pack,AHL,1,0.00,1.000
87001,199899,Hartford Wolf Pack,AHL,11,3.60,.882
87001,199899,Charlotte Checkers,ECHL,22,3.74,.899
87001,199900,Arkansas RiverBlades,ECHL,25,4.77,.858
12001,,Ukraine U20,WJC-20,7,6.00,.869
12001,,Ukraine,WC C,6,1.83,.891
12001,199697,Port Huron Border Cats,CoHL,23,3.50,.890
12001,199697,Las Vegas Thunder,IHL,3,5.38,.793
12001,199798,Port Huron Border Cats,UHL,56,3.77,.885
12001,199798,Saint John Flames,AHL,4,0.80,.977
12001,199798,Saint John Flames,AHL,23,3.43,.890
12001,199798,Johnstown Chiefs,ECHL,7,3.25,.897
12001,199900,Metallurg Magnitogorsk,Russia,19,1.93,.915
12001,199900,Ukraine,WC Q,2,1.00,.949
12001,199900,Ukraine,WC,6,3.52,.870
12001,200001,Metallurg Magnitogorsk,Russia,30,1.82,.933
12001,200001,Ukraine,OGQ,2,3.32,.865
12001,200001,Ukraine,WC,3,5.41,.844
12001,200102,Metallurg Magnitogorsk,Russia,45,2.15,.910
12001,200102,Ukraine,OG,3,4.58,.853
12001,200102,Ukraine,WC,2,7.14,.847
12001,200203,Metallurg Magnitogorsk,Russia,41,1.72,.927
12001,200203,Ukraine,WC,4,4.80,.800
12001,200304,Metallurg Magnitogorsk,Russia,21,2.22,.903
12001,200304,Ukraine,WC,1,5.07,.818
12001,200304,Ukraine,WC,3,5.33,.857
12001,200607,Dinamo Minsk,Belarus,12,1.90,.924
12001,200607,Ukraine,WC,1,5.00,.872
12001,200607,Ukraine,WC D1,4,1.72,.934
12001,200607,Ukraine,OGQ,2,2.53,.878
12001,200607,Ukraine,WC D1,2,0.50,.974
12001,200910,Sokol Kiev,Belarus,20,1.88,.927
12001,201011,Sokol Kiev,Belarus,17,2.91,.913
12001,201112,Berkut Kiev,Ukraine,8,-,.878
12001,201112,Ukraine,WC D1A,3,3.26,.837
12001,201213,Sokol Kiev,Ukraine,6,1.80,.939
12001,201213,Bilyy Bars Bila Tserkva,Ukraine,2,1.44,.956
12001,201213,Ukraine,OGQ,1,0.00,1.000
28676,199495,Granby Bisons,QMJHL,15,3.25,.904
28676,199596,Granby Prédateurs,QMJHL,28,2.70,.902
28676,199697,Granby Prédateurs,QMJHL,57,2.90,.905
28676,199697,Albany River Rats,AHL,1,3.00,.864
28676,199798,Albany River Rats,AHL,4,2.41,.926
28676,199798,Raleigh IceCaps,ECHL,34,3.78,.893
28676,199899,Albany River Rats,AHL,35,2.98,.905
28676,199900,Albany River Rats,AHL,53,3.03,.905
28676,199900,Albany River Rats,AHL,32,3.60,.902
28676,200102,Albany River Rats,AHL,2,3.36,.898
28676,200102,Greensboro Generals,ECHL,39,3.59,.895
28676,200102,Adirondack IceHawks,UHL,1,3.00,.914
28676,200203,Pont-Rouge Caron & Guay,QSPHL,24,2.55,.913
28676,200304,Pont-Rouge Caron & Guay,QSMHL,28,3.85,.891
28676,200910,Thetford Mines Isothermic,LNAH,16,4.56,.876
87117,199394,Sudbury Wolves,OHL,1,6.00,.838
87117,199596,Sudbury Wolves,OHL,40,4.63,.877
87117,199697,Guelph Storm,OHL,19,3.97,.879
87117,199697,Brantford Smoke,CoHL,10,4.71,.858
27812,,Peterborough Petes,OHL,9,5.25,.870
27812,199596,Peterborough Petes,OHL,59,3.21,.910
27812,199697,Peterborough Petes,OHL,49,3.30,.916
